"","COUNTRY","NAME_1","NAME_2","MAIZ_curr_usd_l_ph_h_hp","SORG_curr_usd_l_ph_h_hp","BEAN_curr_usd_l_ph_h_hp","CHIC_curr_usd_l_ph_h_hp","LENT_curr_usd_l_ph_h_hp","WHEA_curr_usd_l_ph_h_hp","BARL_curr_usd_l_ph_h_hp","ACOF_curr_usd_l_ph_h_hp","RCOF_curr_usd_l_ph_h_hp","PMIL_curr_usd_l_ph_h_hp","SMIL_curr_usd_l_ph_h_hp","POTA_curr_usd_l_ph_h_hp","SWPO_curr_usd_l_ph_h_hp","CASS_curr_usd_l_ph_h_hp","COWP_curr_usd_l_ph_h_hp","PIGE_curr_usd_l_ph_h_hp","SOYB_curr_usd_l_ph_h_hp","GROU_curr_usd_l_ph_h_hp","SUGC_curr_usd_l_ph_h_hp","COTT_curr_usd_l_ph_h_hp","COCO_curr_usd_l_ph_h_hp","TEAS_curr_usd_l_ph_h_hp","TOBA_curr_usd_l_ph_h_hp","MAIZ_curr_usd_l_ph_l_hp","SORG_curr_usd_l_ph_l_hp","BEAN_curr_usd_l_ph_l_hp","CHIC_curr_usd_l_ph_l_hp","LENT_curr_usd_l_ph_l_hp","WHEA_curr_usd_l_ph_l_hp","BARL_curr_usd_l_ph_l_hp","ACOF_curr_usd_l_ph_l_hp","RCOF_curr_usd_l_ph_l_hp","PMIL_curr_usd_l_ph_l_hp","SMIL_curr_usd_l_ph_l_hp","POTA_curr_usd_l_ph_l_hp","SWPO_curr_usd_l_ph_l_hp","CASS_curr_usd_l_ph_l_hp","COWP_curr_usd_l_ph_l_hp","PIGE_curr_usd_l_ph_l_hp","SOYB_curr_usd_l_ph_l_hp","GROU_curr_usd_l_ph_l_hp","SUGC_curr_usd_l_ph_l_hp","COTT_curr_usd_l_ph_l_hp","COCO_curr_usd_l_ph_l_hp","TEAS_curr_usd_l_ph_l_hp","TOBA_curr_usd_l_ph_l_hp","MAIZ_curr_usd_h_ph_h_hp","SORG_curr_usd_h_ph_h_hp","BEAN_curr_usd_h_ph_h_hp","CHIC_curr_usd_h_ph_h_hp","LENT_curr_usd_h_ph_h_hp","WHEA_curr_usd_h_ph_h_hp","BARL_curr_usd_h_ph_h_hp","ACOF_curr_usd_h_ph_h_hp","RCOF_curr_usd_h_ph_h_hp","PMIL_curr_usd_h_ph_h_hp","SMIL_curr_usd_h_ph_h_hp","POTA_curr_usd_h_ph_h_hp","SWPO_curr_usd_h_ph_h_hp","CASS_curr_usd_h_ph_h_hp","COWP_curr_usd_h_ph_h_hp","PIGE_curr_usd_h_ph_h_hp","SOYB_curr_usd_h_ph_h_hp","GROU_curr_usd_h_ph_h_hp","SUGC_curr_usd_h_ph_h_hp","COTT_curr_usd_h_ph_h_hp","COCO_curr_usd_h_ph_h_hp","TEAS_curr_usd_h_ph_h_hp","TOBA_curr_usd_h_ph_h_hp","MAIZ_curr_usd_h_ph_l_hp","SORG_curr_usd_h_ph_l_hp","BEAN_curr_usd_h_ph_l_hp","CHIC_curr_usd_h_ph_l_hp","LENT_curr_usd_h_ph_l_hp","WHEA_curr_usd_h_ph_l_hp","BARL_curr_usd_h_ph_l_hp","ACOF_curr_usd_h_ph_l_hp","RCOF_curr_usd_h_ph_l_hp","PMIL_curr_usd_h_ph_l_hp","SMIL_curr_usd_h_ph_l_hp","POTA_curr_usd_h_ph_l_hp","SWPO_curr_usd_h_ph_l_hp","CASS_curr_usd_h_ph_l_hp","COWP_curr_usd_h_ph_l_hp","PIGE_curr_usd_h_ph_l_hp","SOYB_curr_usd_h_ph_l_hp","GROU_curr_usd_h_ph_l_hp","SUGC_curr_usd_h_ph_l_hp","COTT_curr_usd_h_ph_l_hp","COCO_curr_usd_h_ph_l_hp","TEAS_curr_usd_h_ph_l_hp","TOBA_curr_usd_h_ph_l_hp","total","MAIZ_curr_usd","SORG_curr_usd","BEAN_curr_usd","CHIC_curr_usd","LENT_curr_usd","WHEA_curr_usd","BARL_curr_usd","ACOF_curr_usd","RCOF_curr_usd","PMIL_curr_usd","SMIL_curr_usd","POTA_curr_usd","SWPO_curr_usd","CASS_curr_usd","COWP_curr_usd","PIGE_curr_usd","SOYB_curr_usd","GROU_curr_usd","SUGC_curr_usd","COTT_curr_usd","COCO_curr_usd","TEAS_curr_usd","TOBA_curr_usd","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"91","Kenya","Kilifi","Kaloleni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4529486.5407259,200544.331005273,21593.9589216543,0,0,0,0,0,0,5462.75973398297,0,0,463432.461515029,6094360.91776088,511097.920588357,7424.37699753027,0,0,0,0,0,0,0,11833403.3,4529486.5407259,200544.331005273,21593.9589216543,0,0,0,0,0,0,5462.75973398297,0,0,463432.461515029,6094360.91776088,511097.920588357,7424.37699753027,0,0,0,0,0,0,0,0,0,0,11833403.2672486,0,0
"92","Kenya","Kilifi","Kilifi North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234098.459681971,3113.92076930932,1144.31506494374,0,0,0,0,0,0,266.351043920447,0,0,21960.2160646473,382404.502379901,46603.2006031036,538.126906419594,0,0,0,0,0,0,0,690129.1,234098.459681971,3113.92076930932,1144.31506494374,0,0,0,0,0,0,266.351043920447,0,0,21960.2160646473,382404.502379901,46603.2006031036,538.126906419594,0,0,0,0,0,0,0,0,0,0,690129.092514216,0,0
"93","Kenya","Kilifi","Kilifi South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665931.76865191,17620.9735389039,6858.80485496345,0,0,0,0,0,0,1600.87773595033,0,0,136215.816526655,2252131.83139163,229741.138617713,3860.58638570667,0,0,0,0,0,0,0,4313961.8,1665931.76865191,17620.9735389039,6858.80485496345,0,0,0,0,0,0,1600.87773595033,0,0,136215.816526655,2252131.83139163,229741.138617713,3860.58638570667,0,0,0,0,0,0,0,0,0,0,4313961.79770344,0,0
"94","Kenya","Kilifi","Magarini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290932.85127608,38305.5120720215,520.561403417587,0,0,0,0,0,0,8034.49368177068,0,0,25119.449012065,1203535.63783743,55379.8633150187,1139.41112698816,0,0,0,0,0,0,0,3622967.8,2290932.85127608,38305.5120720215,520.561403417587,0,0,0,0,0,0,8034.49368177068,0,0,25119.449012065,1203535.63783743,55379.8633150187,1139.41112698816,0,0,0,0,0,0,0,0,0,0,3622967.77972479,0,0
"95","Kenya","Kilifi","Malindi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297976.10729403,43398.9943568056,1728.39969702203,0,0,0,0,0,0,12189.5236713794,0,0,56892.3563261182,3056335.04712545,99801.0674325153,2240.17516577057,0,0,0,0,0,0,0,6570561.7,3297976.10729403,43398.9943568056,1728.39969702203,0,0,0,0,0,0,12189.5236713794,0,0,56892.3563261182,3056335.04712545,99801.0674325153,2240.17516577057,0,0,0,0,0,0,0,0,0,0,6570561.67106909,0,0
"110","Kenya","Kisumu","Kisumu Central",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421219.793015269,113580.697535514,0,0,0,0,0,0,0,1507.40086351646,0,2179.78381655037,0,306735.815131903,20063.1808931568,0,693.678604950837,37219.0490314253,45942.0020867771,7868.51777804928,0,0,0,957009.9,421219.793015269,113580.697535514,0,0,0,0,0,0,0,1507.40086351646,0,2179.78381655037,0,306735.815131903,20063.1808931568,0,693.678604950837,37219.0490314253,45942.0020867771,7868.51777804928,0,0,0,0,0,0,957009.918757111,0,0
"111","Kenya","Kisumu","Kisumu East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598513.492662047,127732.853167919,0,0,0,0,0,0,0,1548.06326539918,0,1488.5566889248,0,363298.889122623,31968.2977359527,0,278.54097567512,53761.3761942426,3882136.54720019,13256.389026259,0,0,0,5073983,598513.492662047,127732.853167919,0,0,0,0,0,0,0,1548.06326539918,0,1488.5566889248,0,363298.889122623,31968.2977359527,0,278.54097567512,53761.3761942426,3882136.54720019,13256.389026259,0,0,0,0,0,0,5073983.00603923,0,0
"114","Kenya","Kisumu","Nyakach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740162.744715161,114348.825667765,0,0,0,0,0,0,0,1326.13338196549,0,2151.94683281751,0,521959.671679784,57897.4013673638,0,50.4896425730629,49384.9839488111,5499128.85722531,11961.2803896822,0,0,0,6998372.3,740162.744715161,114348.825667765,0,0,0,0,0,0,0,1326.13338196549,0,2151.94683281751,0,521959.671679784,57897.4013673638,0,50.4896425730629,49384.9839488111,5499128.85722531,11961.2803896822,0,0,0,0,0,0,6998372.33485123,0,0
"115","Kenya","Kisumu","Nyando",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595352.71705572,193636.301463235,32992.3848409912,0,0,0,0,4919.9748552814,0,38290.3018395752,0,308.945746589365,250560.839221101,560254.408302392,92200.1913863869,0,184.741679300039,44475.1727178689,12896468.2791019,26136.8169920889,0,3439.44017156776,0,15739220.5,1595352.71705572,193636.301463235,32992.3848409912,0,0,0,0,4919.9748552814,0,38290.3018395752,0,308.945746589365,250560.839221101,560254.408302392,92200.1913863869,0,184.741679300039,44475.1727178689,12896468.2791019,26136.8169920889,0,3439.44017156776,0,0,0,0,15739220.515374,0,0
"125","Kenya","Kwale","Kinango",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4516355.88026768,1440401.158026,109834.24280476,0,0,0,0,0,0,11264.6725534832,0,0,1182544.19001532,5132879.362117,248090.126899497,1749.72230214272,0,0,0,0,0,0,0,12643119.4,4516355.88026768,1440401.158026,109834.24280476,0,0,0,0,0,0,11264.6725534832,0,0,1182544.19001532,5132879.362117,248090.126899497,1749.72230214272,0,0,0,0,0,0,0,0,0,0,12643119.3549859,0,0
"129","Kenya","Laikipia","Laikipia East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421940.28223922,22403.6509364346,2044590.81082327,0,0,1481002.38571952,0,131209.169706446,0,6871.85501733193,0,10342058.725695,527174.476991374,2556.43899416212,0,0,378.7419659684,0,0,0,0,59559.8564292169,0,19039746.4,4421940.28223922,22403.6509364346,2044590.81082327,0,0,1481002.38571952,0,131209.169706446,0,6871.85501733193,0,10342058.725695,527174.476991374,2556.43899416212,0,0,378.7419659684,0,0,0,0,59559.8564292169,0,0,0,0,19039746.3945179,0,0
"130","Kenya","Laikipia","Laikipia North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156095.54181942,27663.0639456104,1628616.68710453,0,0,1375594.16715886,69825.5385657381,53896.5671204803,0,4889.418467024,0,12185638.8719948,0,0,0,0,406.964589529297,0,0,0,0,16542.2172016826,27795.2004050486,17546964.2,2156095.54181942,27663.0639456104,1628616.68710453,0,0,1375594.16715886,69825.5385657381,53896.5671204803,0,4889.418467024,0,12185638.8719948,0,0,0,0,406.964589529297,0,0,0,0,16542.2172016826,27795.2004050486,0,0,0,17546964.2383727,0,0
"131","Kenya","Laikipia","Laikipia West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8373393.32640277,52989.6520546689,4131940.16139569,0,0,3987936.84873812,17840.3948583596,19118.1197809211,0,19930.0684266926,0,15354887.0787974,733137.491192107,3314.56047684587,0,0,840.840014290519,444.454877148821,0,0,0,12526.7542517687,1382.52869481098,32709682.3,8373393.32640277,52989.6520546689,4131940.16139569,0,0,3987936.84873812,17840.3948583596,19118.1197809211,0,19930.0684266926,0,15354887.0787974,733137.491192107,3314.56047684587,0,0,840.840014290519,444.454877148821,0,0,0,12526.7542517687,1382.52869481098,0,0,0,32709682.2799616,0,0
"141","Kenya","Machakos","unknown 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169686.372202014,5279.77634686589,148538.7001214,0,14341.5513289333,0,0,2975.0570785531,0,0,0,1961.86470669528,0,0,7844.38129817698,0,0,0,0,0,0,0,0,350627.7,169686.372202014,5279.77634686589,148538.7001214,0,14341.5513289333,0,0,2975.0570785531,0,0,0,1961.86470669528,0,0,7844.38129817698,0,0,0,0,0,0,0,0,0,0,0,350627.703082639,0,0
"144","Kenya","Makueni","Kibwezi East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8576259.87823109,379196.610799633,3181206.37537934,0,1021.13832210851,0,0,36065.8670551671,0,190865.852911374,0,0,768940.028557013,424871.293146288,1196814.8311865,1210095.30654276,0,0,0,371642.236863576,0,0,160.633863953719,16337140.1,8576259.87823109,379196.610799633,3181206.37537934,0,1021.13832210851,0,0,36065.8670551671,0,190865.852911374,0,0,768940.028557013,424871.293146288,1196814.8311865,1210095.30654276,0,0,0,371642.236863576,0,0,160.633863953719,0,0,0,16337140.0528588,0,0
"149","Kenya","Mandera","Banissa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15857.9374521188,2382.04235473413,439.420227006452,0,0,0,0,0,0,0,0,0,0,0,4565.87684285572,0,0,0,0,0,0,0,124.730248295498,23370,15857.9374521188,2382.04235473413,439.420227006452,0,0,0,0,0,0,0,0,0,0,0,4565.87684285572,0,0,0,0,0,0,0,124.730248295498,0,0,0,23370.0071250106,0,0
"150","Kenya","Mandera","Lafey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31564.3484447515,10419.0151831718,2065.30101202028,0,0,0,0,0,0,0,0,0,0,0,4251.06277879094,0,0,0,0,0,0,0,1353.36408533073,49653.1,31564.3484447515,10419.0151831718,2065.30101202028,0,0,0,0,0,0,0,0,0,0,0,4251.06277879094,0,0,0,0,0,0,0,1353.36408533073,0,0,0,49653.0915040652,0,0
"151","Kenya","Mandera","Mandera East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46593.1135291879,10637.7362168828,5063.54410279526,0,0,0,0,0,0,0,0,0,0,212.061193969833,1263.5667530212,0,0,293053.96311401,383.026226151441,87.6323484905148,0,0,91.3751986504728,357386,46593.1135291879,10637.7362168828,5063.54410279526,0,0,0,0,0,0,0,0,0,0,212.061193969833,1263.5667530212,0,0,293053.96311401,383.026226151441,87.6323484905148,0,0,91.3751986504728,0,0,0,357386.01868316,0,0
"152","Kenya","Mandera","Mandera North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17785.3608358365,7908.64103341511,1293.5006828855,0,0,0,0,0,0,0,0,0,0,0,1655.05089477869,0,0,0,0,0,0,0,265.945923315558,28908.5,17785.3608358365,7908.64103341511,1293.5006828855,0,0,0,0,0,0,0,0,0,0,0,1655.05089477869,0,0,0,0,0,0,0,265.945923315558,0,0,0,28908.4993702313,0,0
"153","Kenya","Mandera","Mandera South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.53378941078,4452.41864439794,0,0,0,0,0,0,0,0,0,0,0,0,6411.83390757786,0,0,0,0,0,0,0,0,12786.8,1922.53378941078,4452.41864439794,0,0,0,0,0,0,0,0,0,0,0,0,6411.83390757786,0,0,0,0,0,0,0,0,0,0,0,12786.7863413866,0,0
"154","Kenya","Mandera","Mandera West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574648.662259864,278537.054060601,0,0,0,0,0,0,0,0,0,0,0,0,68133.121498555,0,0,0,0,0,0,0,0,921318.8,574648.662259864,278537.054060601,0,0,0,0,0,0,0,0,0,0,0,0,68133.121498555,0,0,0,0,0,0,0,0,0,0,0,921318.83781902,0,0
"155","Kenya","Mandera","unknown 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595.260026198091,669.634720083707,0,0,0,0,0,0,0,0,0,0,0,0,704.754519078268,0,0,0,0,0,0,0,0,1969.6,595.260026198091,669.634720083707,0,0,0,0,0,0,0,0,0,0,0,0,704.754519078268,0,0,0,0,0,0,0,0,0,0,0,1969.64926536007,0,0
"157","Kenya","Marsabit","Moyale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105305.8847589,151961.674976913,956771.03599506,0,0,0,0,0,0,60212.5124852914,0,0,2219.44812624587,0,51190.9862886014,2631.48100552366,1189.14641449084,0,0,0,0,0,5070.85119163892,3336553,2105305.8847589,151961.674976913,956771.03599506,0,0,0,0,0,0,60212.5124852914,0,0,2219.44812624587,0,51190.9862886014,2631.48100552366,1189.14641449084,0,0,0,0,0,5070.85119163892,0,0,0,3336553.02124267,0,0
"158","Kenya","Marsabit","North Horr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62610.9607773657,19862.6993737005,57549.6901753918,0,0,0,0,0,0,0,0,0,1065.97325118607,0,0,0,429.147562094891,57.1442642376462,0,0,0,0,339.819841918144,141915.4,62610.9607773657,19862.6993737005,57549.6901753918,0,0,0,0,0,0,0,0,0,1065.97325118607,0,0,0,429.147562094891,57.1442642376462,0,0,0,0,339.819841918144,0,0,0,141915.435245895,0,0
"159","Kenya","Marsabit","Saku",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986971.298090864,13727.6961092252,990622.41834596,0,0,157808.616028692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149130,986971.298090864,13727.6961092252,990622.41834596,0,0,157808.616028692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149130.02857474,0,0
"164","Kenya","Meru","Igembe South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355970.111302664,31435.5931472194,466467.54296471,0,40433.793301877,0,0,75772.164430227,0,8866.07523937996,0,1583054.57211465,66944.2833626949,37963.5413829273,16299.4390317112,9683.7004961709,0,0,0,8835.73701103016,0,141608.367133683,75765.9019274257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317075.38845143,291776.367682184,1850150.0003024,0,14616.3621450709,0,0,53283.6152143991,0,293112.771801458,0,417321.997890177,507152.800326558,362728.064059697,277386.058512926,172893.200263634,0,0,0,131421.239366309,0,65727.5849667926,205899.771160394,9879646,2673045.4997541,323211.960829404,2316617.54326711,0,55050.1554469479,0,0,129055.779644626,0,301978.847040838,0,2000376.57000483,574097.083689253,400691.605442625,293685.497544637,182576.900759805,0,0,0,140256.976377339,0,207335.952100476,281665.67308782,0,2919100.82284637,0,6960545.22214343,0,0
"165","Kenya","Meru","North Imenti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444820.029462984,38331.1721062493,657871.707979452,0,46207.9383547472,150464.781278527,29635.5897763832,234377.143986119,0,8103.17602424451,0,2806013.3904961,119876.339383378,84107.7034952224,30649.4964255595,6143.20556694331,0,31742.8394148788,0,17731.3446512821,0,70094.3938979499,267666.196713191,5043836.4,444820.029462984,38331.1721062493,657871.707979452,0,46207.9383547472,150464.781278527,29635.5897763832,234377.143986119,0,8103.17602424451,0,2806013.3904961,119876.339383378,84107.7034952224,30649.4964255595,6143.20556694331,0,31742.8394148788,0,17731.3446512821,0,70094.3938979499,267666.196713191,0,0,0,5043836.44901321,0,0
"169","Kenya","Meru","unknown 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985774.84503355,60582.6776132632,1112912.73952133,0,0,0,0,233405.021202423,0,47207.6449247652,0,0,225352.260224636,148400.284363521,50405.374853421,46674.3253315362,0,141808.702121638,0,59104.7910305822,0,21994.1175439263,219919.78537469,3353542.6,985774.84503355,60582.6776132632,1112912.73952133,0,0,0,0,233405.021202423,0,47207.6449247652,0,0,225352.260224636,148400.284363521,50405.374853421,46674.3253315362,0,141808.702121638,0,59104.7910305822,0,21994.1175439263,219919.78537469,0,0,0,3353542.56913928,0,0
"178","Kenya","Mombasa","Changamwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316148.783213073,2181.83873958034,1977.77062900492,0,0,0,0,0,0,1250.20100259932,0,0,89459.1988758989,611647.338583338,39316.7492308617,4951.53007268422,0,0,0,0,0,0,0,1066933.4,316148.783213073,2181.83873958034,1977.77062900492,0,0,0,0,0,0,1250.20100259932,0,0,89459.1988758989,611647.338583338,39316.7492308617,4951.53007268422,0,0,0,0,0,0,0,0,0,0,1066933.41034704,0,0
"180","Kenya","Mombasa","Kisauni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316048.508675888,2181.83873958034,1977.77062900492,0,0,0,0,0,0,1250.20100259932,0,0,89412.5157095446,611647.338583338,39316.7492308617,4951.53007268422,0,0,0,0,0,0,0,1066786.5,316048.508675888,2181.83873958034,1977.77062900492,0,0,0,0,0,0,1250.20100259932,0,0,89412.5157095446,611647.338583338,39316.7492308617,4951.53007268422,0,0,0,0,0,0,0,0,0,0,1066786.4526435,0,0
"181","Kenya","Mombasa","Likoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.274537184978,0,0,0,0,0,0,0,0,0,0,0,46.6831663542725,0,0,0,0,0,0,0,0,0,0,147,100.274537184978,0,0,0,0,0,0,0,0,0,0,0,46.6831663542725,0,0,0,0,0,0,0,0,0,0,0,0,0,146.95770353925,0,0
